Postal Code,Latitude,Longitude
22304,38.81317074,-77.11076537
22801,38.42848738,-78.87051854
22901,38.0633056,-78.48730105
22980,38.08952254,-78.91435075
23223,37.55017905,-77.38921084
23320,36.7578387,-76.23709717
23434,36.73839056,-76.59481733
23464,36.79786515,-76.17668439
23602,37.11397631,-76.51874849
23666,37.05020305,-76.41268092
24153,37.28747576,-80.13214359
26003,40.06469521,-80.69364263
27217,36.12788629,-79.41158843
27360,35.87057803,-80.09116544
27405,36.10536865,-79.7571981
27511,35.76252394,-78.77762929
27514,35.94420614,-79.0381322
27534,35.37674316,-77.92973368
27604,35.81730711,-78.58612103
27707,35.95905896,-78.93870655
27834,35.62140921,-77.39608356
27893,35.70309351,-77.9641055
28027,35.40367993,-80.66593348
28052,35.24447658,-81.21527777
28110,35.02524982,-80.6054259
28205,35.22256049,-80.78892312
28314,35.05861285,-79.0071432
28403,34.22163607,-77.88377376
28540,34.75698661,-77.45999966
28601,35.7638067,-81.33731351
28806,35.57973186,-82.60405431
29203,34.06506908,-81.02387725
29406,32.92898283,-80.02827438
29464,32.81471942,-79.85746241
29483,33.03660735,-80.18336456
29501,34.19730354,-79.81325107
29730,34.91044009,-81.00779294
30062,33.99826929,-84.47068405
30076,34.02848874,-84.31712876
30080,33.87886762,-84.50680715
30188,34.11279611,-84.46770902
30318,33.78849611,-84.44572639
30328,33.93347454,-84.38307182
30344,33.67852096,-84.4554075
30605,33.9264175,-83.34256666
31088,32.59066006,-83.6590289
31204,32.84444764,-83.67458575
31907,32.48021839,-84.90668596
32114,29.20286129,-81.0387601
32127,29.11192026,-80.98689147
32137,29.5747269,-81.21974495
32174,29.29218171,-81.10352445
32216,30.28444942,-81.58142228
32303,30.46817159,-84.2969996
32503,30.45810723,-87.21225368
32712,28.71206518,-81.53061497
32725,28.90296969,-81.24552049
32771,28.80584812,-81.30905063
32839,28.4815734,-81.39260825
32935,28.13860793,-80.64974645
33012,25.86547425,-80.30063892
33021,26.02288513,-80.18635427
33023,25.98969723,-80.20994592
33024,26.02321419,-80.24538671
33030,25.47878598,-80.48831633
33063,26.24942706,-80.20273389
33065,26.26419137,-80.25856099
33068,26.2155794,-80.2169889
33134,25.75551857,-80.27004848
33142,25.81322405,-80.2337843
33161,25.89355938,-80.18241967
33178,25.83230802,-80.36984719
33180,25.96284168,-80.14447298
33311,26.14570137,-80.17665161
33317,26.11206175,-80.22217608
33319,26.18213227,-80.22165625
33407,26.74551778,-80.07598909
33433,26.34638491,-80.15634226
33437,26.52436992,-80.1500734
33445,26.4564675,-80.11090162
33458,26.92988335,-80.12437763
33614,28.01076931,-82.50626858
33710,27.79041953,-82.71612922
33801,28.04216057,-81.92076223
34741,28.30426066,-81.42234612
34952,27.29015003,-80.29792382
35244,33.35736748,-86.81925271
35401,33.19597,-87.56649014
35601,34.59303356,-86.99024074
35630,34.81834395,-87.66256509
35810,34.77843306,-86.60791966
36116,32.31735334,-86.21622551
36608,30.69353262,-88.18805531
36830,32.6017535,-85.47669572
37042,36.57276881,-87.41214963
37064,35.90543384,-86.86611199
37075,36.31274564,-86.60685886
37087,36.25911605,-86.27999017
37130,35.85901654,-86.36283426
37167,35.96101319,-86.52346233
37211,36.07061466,-86.72163499
37421,35.02601145,-85.1490281
37604,36.31533385,-82.38158796
37620,36.56622098,-82.18508092
37918,36.05156263,-83.92646858
38109,35.07700715,-90.06970026
38134,35.18745835,-89.86649214
38301,35.6101135,-88.81979802
38401,35.61572393,-87.03618644
38671,34.96890847,-89.98571612
39212,32.24815547,-90.26141775
39401,31.30111382,-89.30082316
39503,30.46384496,-89.095446
40214,38.15747708,-85.77942521
40324,38.22473331,-84.54755245
40475,37.75780864,-84.30473078
41042,38.98763837,-84.65163539
42071,36.61326233,-88.28351138
42104,36.92274447,-86.43897862
42301,37.75116705,-87.15773073
42420,37.82994002,-87.55909538
43017,40.1041932,-83.11541234
43055,40.07075131,-82.41097894
43123,39.88138088,-83.08596662
43130,39.71812868,-82.60178643
43229,40.07416077,-82.97075185
43302,40.58171624,-83.11724069
43402,41.37561276,-83.64888318
43615,41.64920559,-83.67324373
44035,41.37786014,-82.09928186
44052,41.45645002,-82.17305775
44060,41.68546574,-81.3332778
44105,41.45274374,-81.62935682
44107,41.48142702,-81.80033305
44134,41.38424943,-81.70152469
44221,41.1335277,-81.47835235
44240,41.14391363,-81.35671514
44256,41.14425122,-81.84802417
44312,41.0224252,-81.43771536
45011,39.39306242,-84.50479685
45014,39.33029885,-84.54810543
45040,39.33825804,-84.31308264
45231,39.24542469,-84.53996013
45373,40.03781024,-84.21485553
45503,39.953902,-83.78123044
46060,40.03602913,-85.97620197
46142,39.61982274,-86.15693228
46203,39.74040527,-86.11335967
46226,39.83596025,-86.05175655
46350,41.60943585,-86.72462732
46368,41.57756543,-87.1846478
46514,41.71264653,-85.97157829
46544,41.65217092,-86.1585376
46614,41.63279531,-86.24268853
47150,38.30801355,-85.82074087
47201,39.18165958,-85.96798998
47362,39.9235892,-85.36891581
47374,39.82919462,-84.88957284
47401,39.14438359,-86.50420343
47905,40.4156095,-86.82687837
48066,42.50368227,-82.93709136
48073,42.51747662,-83.16694165
48104,42.26599208,-83.7290668
48126,42.32694788,-83.18238887
48127,42.33550625,-83.28081791
48146,42.24031543,-83.17980666
48180,42.23438182,-83.26325064
48183,42.14039081,-83.21109732
48185,42.33253567,-83.3740138
48187,42.32833401,-83.47086655
48205,42.43119815,-82.97412199
48227,42.38783181,-83.18877883
48234,42.43330782,-83.04446602
48237,42.47304026,-83.17529118
48307,42.64801347,-83.12596588
48310,42.56423113,-83.06858275
48601,43.42632403,-83.94360979
48640,43.62177533,-84.25644016
48858,43.59422682,-84.78305337
48911,42.67626472,-84.56518862
49201,42.23998917,-84.38632183
49423,42.76940749,-86.11273555
49505,42.99599076,-85.64391398
50315,41.54769216,-93.62028395
50322,41.62865149,-93.73640881
50701,42.46913002,-92.36488135
52001,42.51075945,-90.67632652
52240,41.64591296,-91.51531698
52302,42.04474016,-91.591561
52402,42.01731123,-91.65280386
52601,40.81701641,-91.12224911
53081,43.73733021,-87.729522
53132,42.89948745,-88.00136155
53142,42.56023142,-87.89302954
53186,43.003965,-88.21845644
53209,43.11902055,-87.94759812
53214,43.01910602,-88.0145253
53711,43.02934648,-89.44022634
54302,44.50514427,-87.97536172
54401,44.95445763,-89.66400682
54601,43.79687322,-91.21521764
54703,44.8235754,-91.53225297
54880,46.69611673,-92.09111067
54915,44.24868246,-88.37864065
55016,44.82593781,-92.93974396
55044,44.6801288,-93.25167065
55106,44.96092077,-93.05653104
55113,45.00788903,-93.16236709
55122,44.80181235,-93.19416478
55124,44.74483548,-93.20139314
55125,44.91005315,-92.94500124
55369,45.11451616,-93.43765769
55407,44.9373396,-93.25346113
55433,45.16607522,-93.31853886
55901,44.05732712,-92.49641364
56301,45.52705716,-94.18512906
56560,46.83559883,-96.75641683
57103,43.53768519,-96.69310103
57401,45.45378369,-98.47343838
57701,44.08067331,-103.2151268
58103,46.85897513,-96.82295582
59102,45.77040146,-108.5754294
59405,47.4959699,-111.2651283
59601,46.58811985,-112.0469073
59715,45.68515165,-111.0500939
59801,46.85483617,-113.9931701
60004,42.10944207,-87.97693877
60016,42.04056758,-87.90923257
60025,42.07317348,-87.81947938
60035,42.18150371,-87.79916724
60067,42.10548088,-88.05863219
60068,42.0107127,-87.8394748
60076,42.03975788,-87.73471612
60089,42.16735549,-87.97041085
60090,42.13626465,-87.93199839
60098,42.32043621,-88.43460384
60126,41.89390681,-87.94591362
60174,41.92154583,-88.30597865
60188,41.91847383,-88.13708156
60201,42.0564977,-87.7005951
60302,41.89521472,-87.78506742
60423,41.49921493,-87.8441929
60440,41.70536993,-88.07355158
60441,41.60523848,-88.01295097
60462,41.62313114,-87.83486414
60477,41.57835464,-87.80240986
60505,41.76058992,-88.29920267
60540,41.76716277,-88.16219108
60543,41.68726928,-88.33546715
60610,41.90438118,-87.63576109
60623,41.84998914,-87.7181599
60653,41.81829023,-87.61008283
61032,42.30032037,-89.63541486
61107,42.28094031,-89.01820661
61604,40.709013,-89.63645603
61701,40.47972988,-88.98936549
61761,40.51210901,-88.984017
61821,40.11116034,-88.2750607
61832,40.13509087,-87.62826565
62301,39.92804362,-91.37476269
62521,39.82718949,-88.92787909
63116,38.58184205,-90.26317952
63122,38.58393398,-90.41214306
63301,38.81765609,-90.49873553
63376,38.77777111,-90.62350298
64055,39.05127413,-94.40250657
64118,39.21413391,-94.57753462
65109,38.57385878,-92.24619879
65203,38.92623258,-92.367573
65807,37.16528522,-93.31433534
66062,38.86693413,-94.77895236
66212,38.95483252,-94.69952565
66502,39.19410437,-96.57467811
67212,37.70110463,-97.44989649
67846,37.98628593,-100.8313422
68025,41.43484763,-96.49240142
68104,41.29200441,-95.99602938
68701,42.02289615,-97.38626984
68801,40.90669226,-98.35548395
70065,30.025378,-90.25344101
70506,30.20525503,-92.0667822
70601,30.22671914,-93.20536947
71111,32.54458246,-93.70162377
71203,32.55118421,-92.03862272
71603,34.18275575,-92.05036248
71854,33.43719839,-94.0179029
71901,34.50283049,-93.01823037
72032,35.07952421,-92.40148493
72209,34.6760799,-92.34829101
72401,35.84058805,-90.69070355
72701,36.04964316,-94.13861191
72756,36.34394327,-94.09762968
72762,36.18566361,-94.19083164
73034,35.67490526,-97.44894314
73071,35.22327301,-97.41215488
73120,35.57747748,-97.56252211
73505,34.62004636,-98.47597104
74012,36.04405817,-95.81135087
74133,36.04591607,-95.88618491
74403,35.74588815,-95.33576345
75002,33.09444493,-96.62098545
75007,33.00663438,-96.89793039
75019,32.96778685,-96.98713046
75023,33.05840124,-96.74760953
75034,33.13593383,-96.83661584
75043,32.8520108,-96.60479721
75051,32.72541024,-97.00864814
75056,33.08037894,-96.88582257
75061,32.82703255,-96.96331023
75080,32.97076192,-96.74268423
75081,32.94579008,-96.71520339
75104,32.60814502,-96.92558527
75150,32.81133414,-96.61852158
75217,32.72166111,-96.68492931
75220,32.86891813,-96.87035873
75701,32.32127697,-95.2969603
76017,32.66202235,-97.16198317
76021,32.85199166,-97.13585517
76051,32.92995775,-97.0963054
76063,32.58897133,-97.11575226
76106,32.79964876,-97.35174172
76117,32.80610931,-97.27538921
76248,32.92505432,-97.24434551
76706,31.51665262,-97.12223165
76903,31.47018524,-100.4358746
77036,29.70140764,-95.53400571
77041,29.85053728,-95.58875662
77070,29.97490604,-95.5751888
77095,29.8988017,-95.65205959
77301,30.31602429,-95.44946719
77340,30.703857,-95.53702591
77489,29.59935467,-95.51478709
77506,29.702996,-95.20280692
77520,29.75026496,-94.95313745
77536,29.68626073,-95.11939097
77571,29.65929984,-95.0605742
77573,29.49790491,-95.10874826
77581,29.55940106,-95.26476065
77590,29.39613113,-94.92644172
77642,29.92316024,-93.92998321
77705,30.02595299,-94.16052631
77803,30.67992863,-96.37576319
77840,30.61982261,-96.3486657
78041,27.54919949,-99.48997508
78207,29.42236048,-98.52516548
78415,27.73224822,-97.4170722
78501,26.21904381,-98.24200515
78521,25.94058752,-97.46598092
78539,26.28488758,-98.17320281
78550,26.2086198,-97.69218536
78577,26.18153804,-98.18780412
78664,30.48191904,-97.64876235
78666,29.86884312,-97.95228255
78745,30.20854822,-97.79293299
79109,35.17206731,-101.8732195
79424,33.51496419,-101.9286738
79605,32.43112319,-99.77032159
79762,31.89015704,-102.3478675
79907,31.693868,-106.323224
80004,39.81503551,-105.1270539
80013,39.64661223,-104.7699036
80020,39.92008599,-105.0806304
80022,39.83759773,-104.8867398
80027,39.96733089,-105.1448385
80112,39.57458916,-104.8658332
80122,39.58387539,-104.9793426
80134,39.49969165,-104.7652461
80219,39.69554234,-105.0355237
80229,39.85646079,-104.9713497
80501,40.17042617,-105.1066733
80525,40.54410585,-105.0642659
80538,40.44831216,-105.1221782
80634,40.41144312,-104.754983
80906,38.78642971,-104.8176344
81001,38.29678953,-104.5827715
82001,41.13893109,-104.8075155
83201,42.87734504,-112.4292153
83301,42.56415578,-114.4602642
83501,46.38766049,-116.9728488
83605,43.65985219,-116.6738201
83642,43.59020928,-116.3908374
83704,43.62635081,-116.2855216
84020,40.51221993,-111.8685989
84041,41.06837302,-111.9823835
84043,40.4070542,-111.8967246
84057,40.31311238,-111.7049014
84062,40.38726326,-111.747431
84084,40.61771871,-111.9517689
84106,40.71401924,-111.8553392
84107,40.6427592,-111.8797047
84321,41.73717811,-111.8291319
84604,40.26734884,-111.6591572
85023,33.63328437,-112.0935562
85204,33.40129422,-111.7893791
85224,33.32421008,-111.8742729
85234,33.36177693,-111.735934
85254,33.61896456,-111.9551658
85281,33.4439534,-111.9301597
85301,33.53324743,-112.1767114
85323,33.43297652,-112.3193124
85345,33.57443203,-112.2425623
85364,32.70169967,-114.6350186
85635,31.54761969,-110.2738355
85705,32.2529804,-110.9786819
86442,35.10571695,-114.5958279
87105,35.02648752,-106.6940109
87124,35.24769711,-106.6721439
87401,36.73001454,-108.1888278
87505,35.66381469,-105.9570577
88001,32.28802345,-106.7542957
88101,34.42292069,-103.2039407
88220,32.41922555,-104.2269439
89015,36.02828668,-114.9721686
89031,36.25875968,-115.1530955
89115,36.2453756,-115.0500502
89431,39.54130018,-119.7570658
89502,39.51090404,-119.7924617
90004,34.0733291,-118.3006097
90008,34.00855198,-118.3303616
90032,34.07097888,-118.1771204
90036,34.06722566,-118.3533313
90045,33.96572725,-118.3990599
90049,34.07282887,-118.4689501
90278,33.86620812,-118.3750865
90301,33.98335103,-118.3708496
90503,33.84232927,-118.3593502
90604,33.94151544,-118.0056858
90640,34.00987144,-118.1252079
90660,33.99069831,-118.0869086
90712,33.85136804,-118.1434054
90805,33.85777111,-118.1796055
91104,34.16403971,-118.1245706
91360,34.20176279,-118.8748761
91505,34.16867367,-118.3425721
91730,34.10350456,-117.5929861
91761,34.03123211,-117.6437342
91767,34.08100363,-117.7386361
91776,34.08890413,-118.0918039
91911,32.61007149,-117.0468207
91941,32.76004517,-117.0067649
92020,32.7930753,-116.9721977
92024,33.05421728,-117.2693642
92025,33.10664856,-117.0687885
92037,32.83552153,-117.2602493
92054,33.19150386,-117.357254
92105,32.74000649,-117.0944606
92236,33.68056405,-116.1873259
92253,33.68100913,-116.2785658
92307,34.5096036,-117.2551974
92345,34.42575827,-117.324713
92374,34.06610667,-117.167897
92399,34.03870853,-117.0636314
92404,34.13486818,-117.2620494
92503,33.87494618,-117.4382974
92530,33.66759164,-117.3563996
92553,33.93532302,-117.2573722
92563,33.5665954,-117.1573344
92592,33.47465392,-117.0778248
92627,33.64619649,-117.9176988
92630,33.6410629,-117.6898073
92646,33.66824328,-117.9679011
92672,33.42868632,-117.6133294
92677,33.52985789,-117.7024649
92683,33.75393202,-117.9951773
92691,33.61526771,-117.6652283
92704,33.72399791,-117.9058827
92804,33.81757273,-117.9747956
93010,34.21977955,-119.0583775
93030,34.20378435,-119.1622404
93101,34.42029687,-119.709308
93277,36.30233303,-119.3360211
93309,35.34098156,-119.0577346
93405,35.26789195,-120.6882532
93454,34.95021375,-120.4276112
93534,34.69097403,-118.1415093
93727,36.74205251,-119.7260847
93905,36.68125071,-121.6165512
94061,37.46686284,-122.2207651
94086,37.3734249,-122.0227796
94109,37.79351465,-122.4202059
94110,37.76905481,-122.3525582
94122,37.76113081,-122.4722965
94403,37.53947542,-122.2968503
94509,38.00296295,-121.8097461
94513,37.93576637,-121.7085317
94521,37.95898112,-121.9855988
94526,37.81460276,-121.9911174
94533,38.2617545,-122.0246147
94568,37.71951223,-121.859779
94591,38.11367726,-122.215884
94601,37.774914,-122.2218317
95037,37.14385531,-121.6712264
95051,37.3497461,-121.9858846
95123,37.24519165,-121.8276317
95207,37.92939112,-121.2735499
95240,38.12309319,-121.2664939
95336,37.80824711,-121.2129933
95351,37.63176032,-121.010851
95610,38.67889476,-121.2738769
95616,38.54797669,-121.7430891
95661,38.74068147,-121.2554755
95687,38.34870067,-121.9640904
95695,38.6807607,-121.7847983
95823,38.47656419,-121.4325596
95928,39.72305113,-121.8318729
96003,40.60519149,-122.3584211
97030,45.50722817,-122.4303524
97123,45.49853139,-122.9396643
97206,45.48328675,-122.5991508
97224,45.40760937,-122.7951162
97301,44.94811741,-123.0069491
97405,44.01646287,-123.1046793
97477,44.06314029,-123.0166624
97504,42.33666586,-122.8348385
97756,44.28749243,-121.2196524
98002,47.30525824,-122.2156339
98006,47.56516043,-122.1572845
98026,47.81020574,-122.3422895
98031,47.40526544,-122.192501
98042,47.36402963,-122.1161209
98052,47.68418318,-122.115721
98059,47.49010495,-122.1377678
98103,47.67366424,-122.3440062
98105,47.66459502,-122.2992168
98115,47.68427117,-122.2987413
98198,47.39265612,-122.313434
98208,47.88052636,-122.1937233
98226,48.78446249,-122.461641
98270,48.05995529,-122.1462386
98502,47.06989958,-122.9509522
98632,46.16905588,-122.9432254
98661,45.64593395,-122.6245053
99207,47.69225129,-117.3960376
99301,46.2392168,-119.1062945
